name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
north germany,2020-07-03,22.2,13.5,18,22.2,13.5,18,10.1,62.3,0,0,0,,0,0,,20.2,283.3,1017.4,24.1,47.8,235.5,20.5,7,,2020-07-03T05:15:05,2020-07-03T21:24:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-04,25.3,10,18.6,25.3,8.1,18.5,9.8,60.5,0,0,0,,0,0,,21.7,208.6,1018.6,29,49.8,155.7,13.5,6,,2020-07-04T05:15:50,2020-07-04T21:24:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-05,26.2,16.8,21.5,26.2,16.8,21.5,13.3,59.9,0,0,0,,0,0,,29.2,236.4,1015.4,10.8,48.8,134.5,11.6,7,,2020-07-05T05:16:36,2020-07-05T21:23:47,0.5,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-06,20.7,13.5,18.7,20.7,13.5,18.7,10,59.7,0.789,100,20.83,rain,0,0,,33.2,279.4,1014.7,19.1,41.6,264.2,22.8,9,,2020-07-06T05:17:25,2020-07-06T21:23:17,0.54,Rain,Clear conditions throughout the day with morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-07,20,6.7,14.5,20,6.7,14.5,6.1,60.1,0,0,0,,0,0,,19.9,287.9,1020.5,4.9,44.6,250.9,21.8,8,,2020-07-07T05:18:15,2020-07-07T21:22:44,0.57,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-08,20.3,10.8,15.4,20.3,10.8,15.4,9.8,71.4,2.368,100,33.33,rain,0,0,,29.7,265.7,1017.3,58.9,36,93.8,8.1,4,,2020-07-08T05:19:08,2020-07-08T21:22:09,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-09,28.3,14.3,20.9,27.6,14.3,20.8,13.1,66.5,1.251,100,37.5,rain,0,0,,23,230.5,1015.2,47.9,32.5,197.7,16.9,7,,2020-07-09T05:20:02,2020-07-09T21:21:30,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-10,28.8,15.5,22.2,28.1,15.5,22.1,12.1,55.3,0,0,0,,0,0,,36.2,268.9,1011.8,53.5,50,255.1,22.2,8,,2020-07-10T05:20:59,2020-07-10T21:20:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,03975,01279,03668,04280,E4327,01721"
north germany,2020-07-11,21.6,13.1,17.2,21.6,13.1,17.2,9.3,62.8,0.622,100,29.17,rain,0,0,,21.1,336.3,1020.9,41.9,41.8,130.2,11.2,5,,2020-07-11T05:21:57,2020-07-11T21:20:06,0.7,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-12,22.4,7.1,15.9,22.4,7.1,15.8,6.1,56.9,0,0,0,,0,0,,14.1,7.7,1025.5,6,48.1,255.2,22.4,8,,2020-07-12T05:22:57,2020-07-12T21:19:19,0.73,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-13,24,8.7,17.3,24,8.7,17.3,6.9,53.8,0,0,0,,0,0,,15.3,73.9,1022.4,58.6,50,256.1,22.2,9,,2020-07-13T05:23:58,2020-07-13T21:18:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-14,24.4,10.3,18.4,24.4,10.3,18.4,8,54,0,0,0,,0,0,,14.1,121.2,1015.4,63.3,50,216.8,18.8,8,,2020-07-14T05:25:02,2020-07-14T21:17:39,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-15,19.2,14.4,16.7,19.2,14.4,16.7,12.6,77.2,3.21,100,70.83,rain,0,0,,19.3,238.2,1013.2,89.9,33.5,105.5,9,5,,2020-07-15T05:26:06,2020-07-15T21:16:45,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-16,14.6,12.4,13.9,14.6,12.4,13.9,12.4,90.7,3.48,100,79.17,rain,0,0,,8.9,257,1017.2,91.5,15.1,71.3,6.3,2,,2020-07-16T05:27:12,2020-07-16T21:15:49,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-17,21.3,13.1,16.5,21.3,13.1,16.5,10.4,71,0.006,100,4.17,rain,0,0,,20,334.3,1019.2,21.1,29.5,180.4,15.6,8,,2020-07-17T05:28:20,2020-07-17T21:14:50,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-18,23.9,10.7,18,23.9,10.7,18,10.7,65.5,0,0,0,,0,0,,12.8,14.3,1019.2,12.4,42,199.5,17.1,10,,2020-07-18T05:29:29,2020-07-18T21:13:49,0.93,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-19,27.7,12.1,21,27.2,12.1,20.9,12,60.1,0,0,0,,0,0,,12.7,17.7,1016.1,44,41.9,241.9,21,9,,2020-07-19T05:30:39,2020-07-19T21:12:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-20,28.9,13.1,21.4,27.8,13.1,21.3,11.8,58.7,0,0,0,,0,0,,21.4,326.9,1015.6,44.5,41.8,214.4,18.3,9,,2020-07-20T05:31:51,2020-07-20T21:11:40,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-21,25.9,14.8,20.4,25.9,14.8,20.4,11.2,59.6,0.063,100,8.33,rain,0,0,,19.8,328.3,1019.1,20.1,46.4,179.1,15.3,6,,2020-07-21T05:33:03,2020-07-21T21:10:31,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-22,26.7,9.1,18.5,26,9.1,18.4,5.9,48.5,0,0,0,,0,0,,14.6,330.2,1020.2,17.3,48.2,250.7,21.4,9,,2020-07-22T05:34:17,2020-07-22T21:09:21,0.06,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-23,26.6,8.7,18.7,26.6,8.7,18.7,7.3,52.2,0,0,0,,0,0,,16.8,314.3,1015.5,31.7,44.6,259.7,22.4,9,,2020-07-23T05:35:32,2020-07-23T21:08:09,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-24,26.7,11.3,19.9,26.3,11.3,19.9,8.9,53.1,0,0,0,,0,0,,23.8,276.1,1011.8,68,49.5,228.2,19.7,9,,2020-07-24T05:36:48,2020-07-24T21:06:54,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-25,26.9,16.3,22,26.5,16.3,22,10.3,49,0,0,0,,0,0,,17.3,254.8,1012.6,33.3,48.9,207.9,17.8,7,,2020-07-25T05:38:05,2020-07-25T21:05:37,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-26,23.1,16.5,19.5,23.1,16.5,19.5,13.9,70.9,4.069,100,50,rain,0,0,,20.3,168.8,1012.7,72.2,36,123.5,10.7,4,,2020-07-26T05:39:22,2020-07-26T21:04:19,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-27,28.3,13,21.3,27.6,13,21.2,12.5,62.3,0,0,0,,0,0,,18.9,142.3,1015.7,51.4,49.6,240.1,20.7,9,,2020-07-27T05:40:41,2020-07-27T21:02:58,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-28,27.6,18,23.8,27.2,18,23.7,12.9,52.6,0,0,0,,0,0,,31.3,251.1,1011.4,38.4,49.8,218.3,18.9,9,,2020-07-28T05:42:00,2020-07-28T21:01:35,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-29,26.8,12.8,20.4,26.6,12.8,20.4,7.5,46.8,0,0,0,,0,0,,16.6,290.4,1018.1,27,46.9,262,22.6,8,,2020-07-29T05:43:20,2020-07-29T21:00:10,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-30,29.4,9.2,20.1,27.8,9.2,19.7,7.2,49.4,0,0,0,,0,0,,11.4,345.9,1019.2,3.8,50,201.4,17.4,9,,2020-07-30T05:44:41,2020-07-30T20:58:44,0.35,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-07-31,32.1,10.9,22.7,30.4,10.9,22.2,9.4,47.5,0,0,0,,0,0,,11,331.6,1016.8,7.3,49.1,149.1,12.7,7,,2020-07-31T05:46:02,2020-07-31T20:57:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-01,34.1,14.1,25.1,32.3,14.1,24.5,11.9,49.1,0.398,100,12.5,rain,0,0,,17.2,317.3,1013.4,32.6,48.7,146.9,12.6,7,,2020-08-01T05:47:25,2020-08-01T20:55:45,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-02,24.5,17.1,20.7,24.5,17.1,20.7,17.7,83.8,3.797,100,50,rain,0,0,,17.9,254.1,1012.3,90.2,27,98.7,8.5,4,,2020-08-02T05:48:47,2020-08-02T20:54:13,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-03,21.7,15.6,18.5,21.7,15.6,18.5,14.7,80.1,0.328,100,37.5,rain,0,0,,17.4,9.1,1010.8,92.2,23.3,129.4,11.3,5,,2020-08-03T05:50:10,2020-08-03T20:52:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-04,18.3,13.9,16.1,18.3,13.9,16.1,11.7,75.3,0.994,100,66.67,rain,0,0,,13.2,311.7,1014.2,73.4,42.2,79.9,6.9,5,,2020-08-04T05:51:34,2020-08-04T20:51:05,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-05,24.9,9.5,17.6,24.9,8.1,17.4,9.7,65.8,0,0,0,,0,0,,15.6,111.2,1019.1,6.9,29.1,247.4,21.2,9,,2020-08-05T05:52:58,2020-08-05T20:49:28,0.56,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-06,28.4,10.4,20.3,27.6,10.4,20.1,10.8,59.5,0,0,0,,0,0,,15.7,84.3,1020,8.3,43.1,235,20.2,8,,2020-08-06T05:54:22,2020-08-06T20:47:49,0.59,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-07,31.8,14,23.6,30.9,14,23.3,13.3,56.7,0,0,0,,0,0,,14.2,109.2,1019.9,3.1,48.5,224.4,19.4,8,,2020-08-07T05:55:47,2020-08-07T20:46:10,0.62,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-08,32.7,14.9,24.8,31.1,14.9,24.2,12.3,51.5,0,0,0,,0,0,,12.6,118.2,1019.3,6.8,45,125.5,10.7,6,,2020-08-08T05:57:12,2020-08-08T20:44:28,0.65,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-09,33.6,15.4,25.4,31.9,15.4,24.9,12.5,49.5,0,0,0,,0,0,,14.6,126.5,1016.9,3.8,35.7,128.5,11,7,,2020-08-09T05:58:37,2020-08-09T20:42:45,0.69,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-10,33.5,16.4,25.3,32.3,16.4,25,13.9,52.9,0.01,100,4.17,rain,0,0,,17.5,91.8,1014.3,19,33.7,137,11.7,7,,2020-08-10T06:00:03,2020-08-10T20:41:01,0.72,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-11,32.2,17.8,23.3,32,17.8,23.4,16.2,66.5,5.419,100,33.33,rain,0,0,,21.7,82.5,1016,36.8,32,182,15.6,7,,2020-08-11T06:01:29,2020-08-11T20:39:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-12,31.9,15.9,24.1,30.7,15.9,23.8,14.1,60.4,0,0,0,,0,0,,19,109.8,1015.8,19,38.1,229.3,19.8,8,,2020-08-12T06:02:55,2020-08-12T20:37:29,0.78,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-13,29.3,17.6,21,29.3,17.6,21.1,16.1,75.3,2.631,100,29.17,rain,0,0,,33.4,166,1014.3,74.6,33.2,104.1,9.1,6,,2020-08-13T06:04:22,2020-08-13T20:35:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-14,25,17.8,20.8,25,17.8,20.8,17.2,81.3,0.491,100,37.5,rain,0,0,,19.3,333.9,1014,78.2,29.8,129.7,11,7,,2020-08-14T06:05:48,2020-08-14T20:33:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-15,26.1,18.1,21.5,26.1,18.1,21.5,17,77.2,0.055,100,20.83,rain,0,0,,16,329.4,1014,61.9,29.1,171.7,15,9,,2020-08-15T06:07:15,2020-08-15T20:32:00,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-16,28.9,14.9,21.9,28.6,14.9,21.9,15.8,71.6,0.005,100,4.17,rain,0,0,,15.6,107.3,1011.9,24.2,28.7,192.1,16.6,9,,2020-08-16T06:08:42,2020-08-16T20:30:09,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-17,23.6,16.5,19.9,23.6,16.5,19.9,15.7,77.8,1.305,100,12.5,rain,0,0,,17.3,178,1010.7,83.9,39.4,122,10.5,6,,2020-08-17T06:10:08,2020-08-17T20:28:16,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-18,25.6,14.8,19.5,25.6,14.8,19.5,14.2,74.6,0.47,100,25,rain,0,0,,19.5,261.7,1011.3,69.9,36.2,165.3,14.5,8,,2020-08-18T06:11:35,2020-08-18T20:26:22,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-19,26.1,12.1,19.2,26.1,12.1,19.2,12.2,68.1,0.592,100,8.33,rain,0,0,,10.9,133.4,1011.7,43.4,39.6,169.8,14.7,6,,2020-08-19T06:13:02,2020-08-19T20:24:27,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-20,30.3,14.9,22.5,30.1,14.9,22.5,14,61.4,0,0,0,,0,0,,13.3,127,1010.7,18.6,50,197.8,17.2,8,,2020-08-20T06:14:30,2020-08-20T20:22:31,0.05,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-21,35.6,17.7,26.4,34.8,17.7,26.2,14.8,52.8,0,0,0,,0,0,,18,144.4,1011.3,5.3,40,228.3,19.9,8,,2020-08-21T06:15:57,2020-08-21T20:20:34,0.08,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-22,24,17,21,24,17,21,15.9,73.9,12.615,100,45.83,rain,0,0,,18.8,248.8,1016.5,38.5,34.1,63.2,5.5,3,,2020-08-22T06:17:24,2020-08-22T20:18:36,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-23,24.3,12.5,18,24.3,12.5,18,11.3,67.5,0.018,100,8.33,rain,0,0,,29,234.3,1017.4,26.2,49.3,149.8,12.8,6,,2020-08-23T06:18:51,2020-08-23T20:16:38,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-24,20.7,9.6,15.8,20.7,8,15.6,9.2,67.4,0,0,0,,0,0,,18.3,251.1,1017.3,59.2,47.3,131.6,11.4,6,,2020-08-24T06:20:18,2020-08-24T20:14:38,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-25,23.5,9,16.8,23.5,6.8,16.5,9.3,64.9,0,0,0,,0,0,,18.3,159.8,1014.4,27.6,42.6,178.3,15.5,7,,2020-08-25T06:21:46,2020-08-25T20:12:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-26,23.6,17.8,20.7,23.6,17.8,20.7,9.2,48.5,0,0,0,,0,0,,41.7,251,1011,37.4,49.6,193.7,16.8,7,,2020-08-26T06:23:13,2020-08-26T20:10:37,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-27,21.2,11.4,17.2,21.2,11.4,17.2,8.9,59.7,0,0,0,,0,0,,14.7,249.5,1016.4,44.9,49.4,140.6,12.2,5,,2020-08-27T06:24:40,2020-08-27T20:08:35,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-28,24.5,11.4,16.9,24.5,11.4,16.9,12.1,74.7,16.868,100,33.33,rain,0,0,,32.7,143.3,1006.5,65.9,45.1,106.7,9,5,,2020-08-28T06:26:08,2020-08-28T20:06:32,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-29,18.8,14.4,16.2,18.8,14.4,16.2,13,82,0.328,100,37.5,rain,0,0,,21.2,175.2,1006.7,92.8,43.4,75.8,6.5,3,,2020-08-29T06:27:35,2020-08-29T20:04:29,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-30,14.9,12.5,13.8,14.9,12.5,13.8,12.9,94.6,35.798,100,70.83,rain,0,0,,27.9,314.8,1007.7,96.2,18.1,28.1,2.2,1,,2020-08-30T06:29:02,2020-08-30T20:02:25,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-08-31,17.2,12.2,14.4,17.2,12.2,14.4,12.1,86.7,5.553,100,50,rain,0,0,,13.4,237,1016.6,79.7,26.9,81.5,7.1,3,,2020-08-31T06:30:29,2020-08-31T20:00:21,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-01,16.6,11.8,13.7,16.6,11.8,13.7,12.3,91.3,11.455,100,83.33,rain,0,0,,10.2,351.2,1016.8,83.3,17.2,74.4,6.5,3,,2020-09-01T06:31:56,2020-09-01T19:58:15,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-02,18.9,8.6,13.4,18.9,8.6,13.4,9,77.6,0.032,100,8.33,rain,0,0,,11.3,354.9,1018.4,56.3,18.5,168,14.2,7,,2020-09-02T06:33:24,2020-09-02T19:56:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-03,22.6,6.5,15,22.6,4.4,14.3,8.8,70.4,0.005,100,4.17,rain,0,0,,17.1,167.9,1021.7,49,43.2,159.7,14.1,7,,2020-09-03T06:34:51,2020-09-03T19:54:04,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-04,25.9,16.3,20.6,25.9,16.3,20.6,12.5,61.5,0,0,0,,0,0,,17.9,187,1022.4,61.7,47.9,185.3,15.9,8,,2020-09-04T06:36:18,2020-09-04T19:51:57,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-05,24.4,14.3,19,24.4,14.3,19,13.7,72.8,0.169,100,12.5,rain,0,0,,26.4,295.8,1017,42.5,47.6,154.5,13.3,6,,2020-09-05T06:37:45,2020-09-05T19:49:50,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-06,18.7,11.4,15.2,18.7,11.4,15.2,9,68.5,0,0,0,,0,0,,17.1,318.7,1019.2,64.2,49.8,131,11.4,5,,2020-09-06T06:39:12,2020-09-06T19:47:42,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-07,20.7,5.6,13.4,20.7,5.6,13.4,6.7,67.9,0,0,0,,0,0,,11.6,2.9,1023.4,19.4,39.7,176.7,15.2,8,,2020-09-07T06:40:40,2020-09-07T19:45:34,0.67,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-08,23.2,6.6,14.9,23.2,5,14.6,8.4,69,0,0,0,,0,0,,11.3,152.4,1027.1,5.3,38.6,180.4,15.5,7,,2020-09-08T06:42:07,2020-09-08T19:43:26,0.7,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-09,25.1,9,17.2,25.1,8.1,17.1,9.9,66,0,0,0,,0,0,,14.6,162,1023,0.5,42.6,190.3,16.3,7,,2020-09-09T06:43:34,2020-09-09T19:41:17,0.74,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-10,20.9,12.5,16,20.9,12.5,16,12.4,80.2,0.808,100,20.83,rain,0,0,,16.5,65,1020.3,56.2,44.3,84.1,7.2,5,,2020-09-10T06:45:01,2020-09-10T19:39:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-11,24,14.9,18.3,24,14.9,18.3,13.9,77.3,0,0,0,,0,0,,8.7,78.7,1017.2,45.5,44.6,99.1,8.4,5,,2020-09-11T06:46:28,2020-09-11T19:36:59,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-12,25.6,11.3,18.2,25.6,11.3,18.2,13.2,76.2,0,0,0,,0,0,,12.5,175,1019.4,4.5,31.2,161,13.7,7,,2020-09-12T06:47:56,2020-09-12T19:34:50,0.83,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-13,27.2,11.1,18.8,26.9,11.1,18.8,12.7,71.6,0,0,0,,0,0,,12.3,99.4,1025.4,25.3,35.3,171.8,14.7,7,,2020-09-13T06:49:23,2020-09-13T19:32:40,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-14,29.4,11.3,19.9,28.3,11.3,19.7,12.5,67.9,0,0,0,,0,0,,19.2,99.5,1025.7,53.8,32.6,173.8,14.8,7,,2020-09-14T06:50:50,2020-09-14T19:30:31,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-15,28,12.2,19.8,27.7,12.2,19.8,13.7,70.9,0,0,0,,0,0,,12.1,105.2,1021.1,18.4,44.3,172,14.9,7,,2020-09-15T06:52:18,2020-09-15T19:28:21,0.93,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-16,26.8,12.3,18.8,26.8,12.3,18.8,14.3,78,0,0,0,,0,0,,14.3,344.3,1018.6,55.8,21.5,121.7,10.5,5,,2020-09-16T06:53:45,2020-09-16T19:26:10,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-17,20.1,14,17.1,20.1,14,17.1,12,73.2,0,0,0,,0,0,,19.2,17.6,1022.9,21.2,33.7,106.8,9.3,4,,2020-09-17T06:55:13,2020-09-17T19:24:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-18,21,11,14.9,21,11,14.9,5.6,55.7,0,0,0,,0,0,,19.8,82.1,1025,13.1,50,169.8,14.8,7,,2020-09-18T06:56:41,2020-09-18T19:21:50,0.03,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-19,23,4.2,13.6,23,4.2,13.5,4.8,59.7,0,0,0,,0,0,,15.2,94.1,1020.2,11.9,49.6,170.3,14.6,7,,2020-09-19T06:58:08,2020-09-19T19:19:40,0.07,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-20,22.1,5.9,13.8,22.1,5.9,13.8,7.4,68.8,0,0,0,,0,0,,16.3,60.1,1016.5,8.3,49.8,169.4,14.5,7,,2020-09-20T06:59:36,2020-09-20T19:17:29,0.1,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2020-09-21,24.8,6.6,14.9,24.8,6.1,14.8,9,71.6,0,0,0,,0,0,,11.3,94.6,1016,1,36.5,158.8,13.7,6,,2020-09-21T07:01:04,2020-09-21T19:15:19,0.14,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
